1,குறள்,3,2022/06/01
2,அன்பு,3,2022/06/01
3,தமிழ்,3,2022/06/01
4,பழம்,3,2022/06/01
5,உலகு,3,2022/06/01
6,வயல்,3,2022/06/01
7,சிந்தனை,4,2022/06/01
8,இறகு,3,2022/06/01
9,புகழ்,3,2022/06/01
10,வாய்மை,3,2022/06/01
11,ஐயம்,3,2022/06/01
12,கனல்,3,2022/06/01
13,ஓய்வு,3,2022/06/01
14,வரலாறு,4,2022/06/01
